9.586167800453515575e-01,3.628117913832198949e-02
9.473796926177877609e-01,3.567901234567900232e-02
9.228395061728394966e-01,2.777777777777777624e-02
9.062106324011086622e-01,2.519526329050138236e-02
9.050138573948097731e-01,9.095490047870999351e-02
8.966994205089442449e-01,9.095490047870999351e-02
8.789997480473671354e-01,8.163265306122448328e-02
8.684807256235826944e-01,2.040816326530612082e-02
8.631796422272612901e-01,8.163265306122448328e-02
8.463088939279415079e-01,2.040816326530612082e-02
8.394431846812799858e-01,1.574703955656336363e-01
8.313807004283194635e-01,7.281431090954899876e-02
8.334593096497857623e-01,1.574703955656336363e-01
8.134341143864953771e-01,1.549609473418997185e-01
8.149407911312673836e-01,6.859410430839002482e-02
8.068934240362811705e-01,1.451247165532879579e-01
8.048626858150668140e-01,1.820357772738724969e-02
7.792265054169815741e-01,1.612496850592088499e-02
7.804862685815066037e-01,1.332829428067523192e-01
7.651801461325271614e-01,6.449987402368353995e-02
7.608339632149155873e-01,1.332829428067523192e-01
7.498614260519023134e-01,5.821113630637438779e-02
7.258755353993449067e-01,1.612496850592088499e-02
7.243411438649534073e-01,1.219450743260266923e-01
7.011211892164272985e-01,1.219450743260266923e-01
6.993071302595114114e-01,1.455278407659360736e-02
7.011841773746536610e-01,5.668934240362811378e-02
6.726505416981607421e-01,5.297304106827915859e-02
6.590980095742000611e-01,1.111111111111111049e-01
6.427311665406902907e-01,1.234567901234567833e-02
6.308893927941547908e-01,1.111111111111111049e-01
6.204484756865709105e-01,4.938271604938271331e-02
6.083547493071299606e-01,1.234567901234567833e-02
5.867976820357773127e-01,4.938271604938271331e-02
5.726883345930966485e-01,1.007810531620055294e-01
5.432098765432098464e-01,1.234567901234567833e-02
5.449105568153187473e-01,1.007810531620055294e-01
5.250062988158226140e-01,4.524061476442427232e-02
5.108969513731418388e-01,1.234567901234567833e-02
4.915595867976820799e-01,4.257999496094733854e-02
4.756865709246662077e-01,1.007810531620055294e-01
4.455832703451748644e-01,9.287981859410429641e-02
4.310909549004787178e-01,1.234567901234567833e-02
4.196422272612747584e-01,4.257999496094733854e-02
4.071554547745024899e-01,1.234567901234567833e-02
3.759133282942807019e-01,9.095490047870999351e-02
3.769211388259008366e-01,4.257999496094733854e-02
3.285462333081381470e-01,9.095490047870999351e-02
3.063744016124969050e-01,1.234567901234567833e-02
2.969412950365331039e-01,4.257999496094733854e-02
2.799193751574703959e-01,1.234567901234567833e-02
2.537163013353489482e-01,9.095490047870999351e-02
2.496850592088687426e-01,4.257999496094733854e-02
2.013101536911060807e-01,9.095490047870999351e-02
1.690602166792642413e-01,1.234567901234567833e-02
1.388259007306625881e-01,4.257999496094733854e-02
1.106072058453010931e-01,1.234567901234567833e-02
9.045099521289992617e-02,9.095490047870999351e-02
8.037288989669943984e-02,4.257999496094733854e-02
3.199798437893677794e-02,9.095490047870999351e-02
5.165028974552730509e-03,1.064499874023683464e-02
